longitude,latitude,Planting Site Width,Planting Site Length,Genus,Species,Common Name,Diameter,Tree Height,Canopy Height
-75.2959083397,40.0308664224,,,Acer,platanoides,Norway maple,13,,
-75.2996122718,40.0273264806,,,Acer,platanoides,Norway maple,6,,
-75.2832125318,40.0297275005,,,Thuja,occidentalis,Northern white cedar,8,,
-75.2465383099,40.0067515349,,,Thuja,occidentalis,Northern white cedar,13,,
-75.2781684269,40.0454119261,,,Picea,abies,Norway spruce,10,,
-75.2740519525,40.019533836,,,Quercus,rubra,Northern red oak,24,,
-75.2871728281,40.0394229379,,,Acer,platanoides,Norway maple,22,,
-75.2863752817,40.0396610588,,,Picea,abies,Norway spruce,4,,
-75.2739527817,40.0152270477,,,Quercus,rubra,Northern red oak,25,,
-75.3074523716,40.0275242284,,,Thuja,occidentalis,Northern white cedar,3,,
-75.2675357381,39.9933643004,,,Acer,platanoides,Norway maple,19,,
-75.2504179773,40.0318503987,,,Acer,platanoides,Norway maple,26,,
-75.2400992308,39.9990596818,,,Acer,platanoides,Norway maple,17,,
-75.2670244115,39.9955873599,,,Picea,abies,Norway spruce,36,,
-75.2735128746,40.0157401346,,,Quercus,rubra,Northern red oak,18,,
-75.2299233686,40.016918936,,,Quercus,rubra,Northern red oak,37,,
-75.2696572481,40.0165895344,,,Quercus,rubra,Northern red oak,35,,
-75.268216476,39.9838328721,,,Quercus,rubra,Northern red oak,29,,
-75.2738172281,40.0187960723,,,Pseudotsuga,menziesii,Douglas fir,9,,
-75.2401866589,40.0134475806,,,Quercus,rubra,Northern red oak,30,,
-75.2877948801,39.9982724096,,,Quercus,rubra,Northern red oak,22,,
-75.2618293344,39.9984161946,,,Picea,abies,Norway spruce,19,,
-75.2750685597,40.0327132822,,,Acer,platanoides,Norway maple,8,,
-75.3143833498,40.0602393434,,,Thuja,occidentalis,Northern white cedar,2,,
-75.3167164379,40.061011029,,,Acer,platanoides,Norway maple,5,,
-75.2935413065,40.0626042886,,,Picea,abies,Norway spruce,4,,
-75.3135537291,40.0452128877,,,Quercus,rubra,Northern red oak,41,,
-75.2900137698,40.0537209957,,,Acer,platanoides,Norway maple,50,,
-75.2661515025,40.0305730781,,,Acer,platanoides,Norway maple,5,,
-75.2670831236,39.9853346493,,,Acer,platanoides,Norway maple,8,,
-75.2786285966,40.0382543005,,,Acer,platanoides,Norway maple,13,,
-75.2682522565,40.0206709356,,,Acer,platanoides,Norway maple,5,,
-75.2757034732,39.9929115113,,,Thuja,occidentalis,Northern white cedar,7,,
-75.2736220258,39.9921761974,,,Acer,platanoides,Norway maple,10,,
-75.3267402602,40.0443667224,,,Acer,platanoides,Norway maple,15,,
-75.3079983317,40.0208204943,,,Acer,platanoides,Norway maple,3,,
-75.2955361418,40.0617783311,,,Quercus,rubra,Northern red oak,33,,
-75.2734928589,40.0391871733,,,Picea,abies,Norway spruce,9,,
-75.2704832007,39.9975455322,,,Quercus,rubra,Northern red oak,28,,
-75.3113158182,40.0498355009,,,Acer,platanoides,Norway maple,8,,
-75.309757962,40.0254861253,,,Acer,platanoides,Norway maple,13,,
-75.2819732285,40.0469148309,,,Picea,abies,Norway spruce,5,,
-75.2677987938,40.0518011673,,,Quercus,rubra,Northern red oak,36,,
-75.2819068611,40.0305891676,,,Quercus,rubra,Northern red oak,39,,
-75.255436425,40.0404527159,,,Quercus,rubra,Northern red oak,22,,
-75.282541277,40.0257637899,,,Acer,platanoides,Norway maple,8,,
-75.3095237714,40.0253889764,,,Acer,platanoides,Norway maple,13,,
-75.2797897418,40.0441653105,,,Pseudotsuga,menziesii,Douglas fir,23,,
-75.3037847085,40.0440192348,,,Acer,platanoides,Norway maple,9,,
-75.3325608876,40.0545836281,,,Picea,abies,Norway spruce,13,,
-75.2725415294,40.0516195012,,,Quercus,rubra,Northern red oak,17,,
-75.331588336,40.0561812524,,,Picea,abies,Norway spruce,1,,
-75.2764047249,39.999800173,,,Quercus,rubra,Northern red oak,19,,
-75.3073264148,40.0366941958,,,Pseudotsuga,menziesii,Douglas fir,4,,
-75.3111467778,40.0590233328,,,Acer,platanoides,Norway maple,24,,
-75.2991817357,40.0570738997,,,Picea,abies,Norway spruce,4,,
-75.2827676731,40.0297891427,,,Acer,platanoides,Norway maple,5,,
-75.3285883967,40.0513107203,,,Acer,platanoides,Norway maple,17,,
-75.329065879,40.0367980871,,,Acer,platanoides,Norway maple,6,,
-75.322907657,40.0458588898,,,Picea,abies,Norway spruce,5,,
-75.3289639137,40.0366608304,,,Acer,platanoides,Norway maple,8,,
-75.3230558459,40.0354001654,,,Acer,platanoides,Norway maple,14,,
-75.3077797947,40.0405099231,,,Picea,abies,Norway spruce,21,,
-75.282735216,40.0111808433,,,Picea,abies,Norway spruce,14,,
-75.3138046382,40.0298018904,,,Acer,platanoides,Norway maple,22,,
-75.2793799618,40.0139734547,,,Quercus,rubra,Northern red oak,11,,
-75.3262667741,40.045705309,,,Acer,platanoides,Norway maple,8,,
-75.3311174689,40.0519775764,,,Picea,abies,Norway spruce,17,,
-75.2786853353,39.9938403824,,,Pinus,sylvestris,Scotch pine,13,,
-75.2547288209,40.0230798477,,,Picea,abies,Norway spruce,4,,
-75.2934499025,40.0416154255,,,Pseudotsuga,menziesii,Douglas fir,13,,
-75.2943156749,40.0412470956,,,Pseudotsuga,menziesii,Douglas fir,15,,
-75.3041451413,40.0523177234,,,Acer,platanoides,Norway maple,28,,
-75.2503495046,40.0219818888,,,Acer,platanoides,Norway maple,10,,
-75.3277419222,40.0472066544,,,Pseudotsuga,menziesii,Douglas fir,12,,
-75.3077143506,40.02761959,,,Acer,platanoides,Norway maple,3,,
-75.3075343104,40.0275006311,,,Picea,abies,Norway spruce,19,,
-75.3416097785,40.0431933573,,,Acer,platanoides,Norway maple,9,,
-75.2425830363,40.0155559819,,,Picea,abies,Norway spruce,8,,
-75.2568318553,40.0391463844,,,Quercus,rubra,Northern red oak,21,,
-75.1514465251,39.9175172004,,,Acer,platanoides,Norway maple,9.75,,
-75.1502072477,39.9175734891,,,Acer,platanoides,Norway maple,11.25,,
-75.1661069566,39.9213394206,,,Prunus,x incam,Okame cherry,2,,
-75.16344863,39.9198494561,,,Acer,platanoides,Norway maple,16.16,,
-75.1546178134,39.9207436539,,,Acer,platanoides,Norway maple,4,,
-75.1692605913,39.9159930847,,,Quercus,rubra,Northern red oak,0.75,,
-75.1681386146,39.9157900246,,,Acer,platanoides,Norway maple,11.25,,
-75.1639808723,39.9153706245,,,Prunus,x incam,Okame cherry,6.75,,
-75.1591462453,39.9132124618,,,Acer,platanoides,Norway maple,14.6422547645,,
-75.1590815767,39.9135358132,,,Acer,platanoides,Norway maple,11.7774657888,,
-75.1588528894,39.9144081444,,,Acer,platanoides,Norway maple,9.75,,
-75.4581242265,40.1923497958,,,Quercus,rubra,Northern red oak,3.18309886184,,
-75.4558989077,40.1917880351,,,Quercus,rubra,Northern red oak,36.287327025,,
-75.4558152232,40.1918661794,,,Quercus,rubra,Northern red oak,10.5042262441,,
-75.4556823182,40.1918495826,,,Pinus,sylvestris,Scotch pine,19.7352129434,,
-75.4556518812,40.1921050468,,,Tsuga,canadensis,Eastern hemlock,7.00281749604,,
-75.4569848426,40.1927611519,,,Acer,platanoides,Norway maple,14.9605646506,,
-75.4595942503,40.1926593532,,,Tsuga,canadensis,Eastern hemlock,10.7296875497,,
-75.455095551,40.1960132504,,,Pseudotsuga,menziesii,Douglas fir,3.81971863421,,
-75.4565905619,40.1950844257,,,Acer,platanoides,Norway maple,3.50140874802,,
-75.4587118304,40.1956058544,,,Pseudotsuga,menziesii,Douglas fir,5.09295817894,,
-75.4586937759,40.1983328904,,,Pyrus,spp,Pear,2.86478897565,,
-75.4698145972,40.1898889952,,,Thuja,occidentalis,Northern white cedar,20,,
-75.518802,40.121068,,,Acer,platanoides,Norway maple,17.25,,
-75.522196,40.139943,,,Acer,platanoides,Norway maple,15.199999,,
-75.518054,40.121943,,,Acer,platanoides,Norway maple,12.899999,,
-75.527312,40.129344,,,Acer,platanoides,Norway maple,4.099999,,
-75.52218,40.123684,,,Quercus,rubra,Northern red oak,24.1,,
-75.519767,40.121524,,,Quercus,rubra,Northern red oak,24.2,,
-75.523815,40.123259,,,Quercus,rubra,Northern red oak,23.6,,
-75.521681,40.12241,,,Quercus,rubra,Northern red oak,33.900001,,
-75.519139,40.121269,,,Quercus,rubra,Northern red oak,23.7,,
-75.52335,40.123085,,,Quercus,rubra,Northern red oak,29.799999,,
-75.522313,40.123731,,,Quercus,rubra,Northern red oak,26.2,,
-75.524613,40.123441,,,Quercus,rubra,Northern red oak,30.2,,
-75.524015,40.121324,,,Quercus,rubra,Northern red oak,27.2,,
-75.515882,40.118522,,,Quercus,rubra,Northern red oak,30.2,,
-75.513843,40.125543,,,Pyrus,spp,Pear,11.8,,
-75.514619,40.119093,,,Pyrus,spp,Pear,12.8,,
-75.521876,40.138469,,,Pyrus,spp,Pear,13.3,,
-75.515662,40.133203,,,Pyrus,spp,Pear,12.5,,
-75.51099,40.128991,,,Pyrus,spp,Pear,18.649999,,
-75.515934,40.13352,,,Pyrus,spp,Pear,10.3,,
-75.515674,40.132693,,,Pyrus,spp,Pear,8.6,,
-75.521082,40.142865,,,Ulmus,spp,Elm,40.299999,,
-75.527912,40.129597,,,Ulmus,spp,Elm,23.799999,,
-75.516155,40.121312,,,Ulmus,spp,Elm,2.299999,,
-75.512751,40.125743,,,Sorbus,spp,Mountain ash,1.1,,
-75.511671,40.126284,,,Sorbus,spp,Mountain ash,1.299999,,
-75.54478,40.22882,,,Picea,abies,Norway spruce,4,,
-75.54426,40.22906,,,Picea,abies,Norway spruce,4,,
-75.54434,40.2293,,,Picea,abies,Norway spruce,2.5,,
-75.54414,40.22948,,,Picea,abies,Norway spruce,2.75,,
-75.54378,40.22985,,,Picea,abies,Norway spruce,3.5,,
-75.54301,40.23003,,,Picea,abies,Norway spruce,6,,
-75.5438,40.22912,,,Picea,abies,Norway spruce,2,,
-75.0811062932,40.0937832922,99,99,Acer,platanoides,Norway maple,5,28,
-75.0807066438,40.0935838085,100,100,Acer,platanoides,Norway maple,5.5,32,
-75.30334,39.9806,,,Acer,psuedoplatanus,Sycamore maple,,,
-75.1962836087,40.0495256047,,,Ulmus,spp,Elm,2.5,12,
-75.1625783465,39.9222338095,,,Acer,platanoides,Norway maple,9.5,,
-75.2334787348,40.059351551,,,Acer,platanoides,Norway maple,,,
-75.2220511529,39.9481482567,,,Prunus,x incam,Okame cherry,,,
-75.2497953992,39.9684306516,,,Prunus,x incam,Okame cherry,,,
-75.1704374806,39.9749523303,,,Ulmus,spp,Elm,,,
-75.1721287567,39.9747689881,,,Ulmus,spp,Elm,,,
-75.1721287567,39.9747689881,,,Ulmus,spp,Elm,,,
-75.1878632506,39.9844308069,,,Ulmus,spp,Elm,,,
-75.1461483888,39.96901656,3,3,Prunus,x incam,Okame cherry,,,
-75.0919531773,40.0340640406,,,Prunus,x incam,Okame cherry,,,
-75.2150309908,40.0219607676,,,Prunus,x incam,Okame cherry,,,
-75.1697780145,39.9614213498,4,4,Prunus,x incam,Okame cherry,,,
-75.2429172921,39.9867386733,,,Prunus,x incam,Okame cherry,,,
-75.1030452372,39.9982080853,,,Prunus,x incam,Okame cherry,,,
-75.0776896903,39.9960661614,,,Prunus,x incam,Okame cherry,,,
-75.2304161837,39.967133876,,,Quercus,rubra,Northern red oak,,,
-75.1444600416,40.0509156069,,,Prunus,x incam,Okame cherry,,,
-75.2331407825,39.9549473626,,,Prunus,x incam,Okame cherry,,,
-75.1797770488,39.9160245288,,,Prunus,x incam,Okame cherry,,,
-75.056120302,40.0352546301,,,Prunus,x incam,Okame cherry,,,
-75.1696127102,40.0684482299,3,3,Prunus,x incam,Okame cherry,,,
-75.2606189446,39.9796282992,,,Quercus,rubra,Northern red oak,,,
-75.268920211,40.0157071368,4,4,Acer,platanoides,Norway maple,21,,
-75.2811413904,40.0065419006,4,4,Quercus,rubra,Northern red oak,12,,
-75.2532867186,40.0247518974,,,Picea,abies,Norway spruce,4,,
-75.2426374994,39.9937382357,6,6,Acer,platanoides,Norway maple,18,,
-75.322381916,40.0265342532,,,Acer,platanoides,Norway maple,48,,
-75.252082894,39.9900723264,5,5,Acer,platanoides,Norway maple,22,,
-75.2232711384,40.0051353159,4,4,Quercus,rubra,Northern red oak,37,,
-75.2339063548,39.999014128,4,4,Quercus,rubra,Northern red oak,24,,
-75.287489871,40.0116090391,3,3,Acer,platanoides,Norway maple,16,,
-75.2480404773,40.0288795469,,,Quercus,rubra,Northern red oak,26,,
-75.2459772281,40.0105304574,,,Quercus,rubra,Northern red oak,32,,
-75.2694329633,39.9850555164,,,Quercus,rubra,Northern red oak,9,,
-75.2741788961,39.9876580238,,,Acer,platanoides,Norway maple,16,,
-75.2827271796,40.0299984046,,,Picea,abies,Norway spruce,16,,
-75.3284627451,40.0362654782,,,Acer,platanoides,Norway maple,24,,
-75.2464697607,40.0067322869,,,Acer,platanoides,Norway maple,15,,
-75.3009959924,40.0653250786,,,Pseudotsuga,menziesii,Douglas fir,3,,
-75.2905458403,40.0407094851,,,Acer,platanoides,Norway maple,11,,
-75.2401442935,39.9987180901,,,Quercus,rubra,Northern red oak,43,,
-75.2361166706,39.9975651281,,,Acer,platanoides,Norway maple,22,,
-75.2738339655,40.0152999401,,,Quercus,rubra,Northern red oak,33,,
-75.2315051158,40.0171567368,,,Quercus,rubra,Northern red oak,33,,
-75.3059369584,40.0271354273,,,Quercus,rubra,Northern red oak,9,,
-75.3099943594,40.0260449114,,,Acer,platanoides,Norway maple,31,,
-75.2498096616,40.0320584724,,,Acer,platanoides,Norway maple,21,,
-75.30076663,40.0115318464,,,Quercus,rubra,Northern red oak,30,,
-75.2711882986,40.0162345444,,,Quercus,rubra,Northern red oak,36,,
-75.2710157568,40.0005939531,,,Picea,abies,Norway spruce,26,,
-75.2630503538,40.0284030961,,,Acer,platanoides,Norway maple,21,,
-75.2877967646,39.9984096417,,,Quercus,rubra,Northern red oak,32,,
-75.2872660081,39.9969014595,15,15,Quercus,rubra,Northern red oak,35,,
-75.3143575802,40.0602192321,,,Thuja,occidentalis,Northern white cedar,2,,
-75.3144150406,40.0602639059,,,Thuja,occidentalis,Northern white cedar,1,,
-75.2645963148,40.0294524878,,,Acer,platanoides,Norway maple,7,,
-75.2561222347,40.0396214481,,,Quercus,rubra,Northern red oak,21,,
-75.2906049803,39.9972140088,,,Quercus,rubra,Northern red oak,36,,
-75.3001266241,40.0117985172,,,Quercus,rubra,Northern red oak,28,,
-75.3164779582,40.0562046355,,,Picea,abies,Norway spruce,25,,
-75.2658756059,40.0020040711,,,Quercus,rubra,Northern red oak,3,,
-75.3145152241,40.0405942272,,,Quercus,rubra,Northern red oak,32,,
-75.3109119502,40.0444468428,,,Quercus,rubra,Northern red oak,25,,
-75.3003035528,40.0477736513,,,Quercus,rubra,Northern red oak,21,,
-75.2945134812,40.0398665837,,,Quercus,rubra,Northern red oak,34,,
-75.2751877315,39.9924088947,,,Acer,platanoides,Norway maple,19,,
-75.2638892969,40.0472218234,,,Acer,platanoides,Norway maple,8,,
-75.290834539,39.9970094658,,,Quercus,rubra,Northern red oak,41,,
-75.3318925367,40.0470680613,,,Quercus,rubra,Northern red oak,31,,
-75.245246226,40.020940141,,,Acer,platanoides,Norway maple,4,,
-75.2566272384,40.0106439571,,,Acer,platanoides,Norway maple,27,,
-75.3055871019,40.0306591932,,,Acer,platanoides,Norway maple,10,,
-75.3115106969,40.0500832754,,,Acer,platanoides,Norway maple,6,,
-75.2409284739,40.0138348002,,,Quercus,rubra,Northern red oak,20,,
-75.225855461,40.0108591062,,,Picea,abies,Norway spruce,3,,
-75.2605702741,40.0340424886,,,Acer,platanoides,Norway maple,9,,
-75.2807846629,40.0082275599,,,Quercus,rubra,Northern red oak,23,,
-75.2688037525,40.0517045935,,,Quercus,rubra,Northern red oak,24,,
-75.2843815655,39.9908933066,,,Acer,platanoides,Norway maple,36,,
-75.2703427556,40.046427324,,,Acer,platanoides,Norway maple,14,,
-75.2552543286,39.9959527371,,,Acer,platanoides,Norway maple,26,,
-75.3046796659,40.0604262198,,,Acer,platanoides,Norway maple,12,,
-75.2760951069,40.0010583227,,,Acer,platanoides,Norway maple,10,,
-75.2279085279,40.0126124583,,,Picea,abies,Norway spruce,9,,
-75.2646977166,40.0266515471,,,Acer,platanoides,Norway maple,10,,
-75.2796726101,40.0442115071,,,Pseudotsuga,menziesii,Douglas fir,20,,
-75.2870000884,40.0248409887,,,Quercus,rubra,Northern red oak,32,,
-75.3095968255,40.0258141979,,,Picea,abies,Norway spruce,22,,
-75.3065334193,40.0592906116,,,Picea,abies,Norway spruce,8,,
-75.2670857953,40.0514940115,,,Quercus,rubra,Northern red oak,37,,
-75.2562017631,39.9939534888,,,Acer,platanoides,Norway maple,28,,
-75.2653527899,40.0171763393,,,Acer,platanoides,Norway maple,39,,
-75.3030635328,40.0195716553,,,Quercus,rubra,Northern red oak,28,,
-75.2913993691,40.0130840401,,,Picea,abies,Norway spruce,3,,
-75.2945164612,40.0160099137,,,Picea,abies,Norway spruce,9,,
-75.2909737279,40.0161545463,,,Acer,platanoides,Norway maple,12,,
-75.2629523117,40.015045768,,,Acer,platanoides,Norway maple,15,,
-75.2654357999,40.0434162488,,,Picea,abies,Norway spruce,18,,
-75.2718549444,40.0491672429,,,Acer,platanoides,Norway maple,31,,
-75.2807395407,39.999296552,,,Quercus,rubra,Northern red oak,2,,
-75.3330707688,40.0420147877,,,Acer,platanoides,Norway maple,5,,
-75.30450165,40.0145549761,,,Quercus,rubra,Northern red oak,9,,
-75.281252265,40.0128988043,,,Quercus,rubra,Northern red oak,34,,
-75.1733464735,39.9457049098,,,Acer,platanoides,Norway maple,,,
-75.1816413036,39.9462570602,,,Acer,platanoides,Norway maple,,,
-75.3208835688,40.0354775045,,,Acer,platanoides,Norway maple,15,,
-75.2943544216,40.0412323742,,,Pseudotsuga,menziesii,Douglas fir,18,,
-75.3287860845,40.038137942,,,Picea,abies,Norway spruce,8,,
-75.2981398374,40.0597349916,,,Acer,platanoides,Norway maple,40,,
-75.3310257602,40.0518633982,,,Picea,abies,Norway spruce,19,,
-75.1660815226,39.9141215692,,,Prunus,x incam,Okame cherry,3,,
-75.0831019101,40.0451744644,,,Quercus,rubra,Northern red oak,,,
-75.1596516872,39.9760899791,,,Prunus,x incam,Okame cherry,,,
-75.0830609052,40.0452917239,,,Quercus,rubra,Northern red oak,,,
-75.3207530163,40.0288098746,,,Picea,abies,Norway spruce,31,,
-75.3049796036,40.0185721189,,,Acer,platanoides,Norway maple,12,,
-75.2790428617,39.9876320342,,,Quercus,rubra,Northern red oak,10,,
-75.3048607591,40.015008033,,,Quercus,rubra,Northern red oak,22,,
-75.316818285,40.0610041083,,,Acer,platanoides,Norway maple,11,,
-75.2427946729,40.0164708159,,,Quercus,rubra,Northern red oak,28,,
-75.3069349449,40.0167070288,,,Quercus,rubra,Northern red oak,25,,
-75.262378125,39.9926046352,,,Thuja,occidentalis,Northern white cedar,3,,
-75.319286631,40.0193579663,,,Quercus,rubra,Northern red oak,37,,
-75.2297505795,40.0163133789,,,Acer,platanoides,Norway maple,11,,
-75.3098207132,40.0521002495,,,Acer,platanoides,Norway maple,4,,
-75.3066913343,40.0322457534,,,Quercus,rubra,Northern red oak,6,,
-75.2846880931,40.0289563662,,,Quercus,rubra,Northern red oak,9,,
-75.2261642135,40.0039426458,,,Quercus,rubra,Northern red oak,23,,
-75.2681584728,40.0158958003,,,Thuja,occidentalis,Northern white cedar,4,,
-75.3074869184,40.0274730545,,,Picea,abies,Norway spruce,12,,
-75.2017715026,40.0673735175,,,Quercus,rubra,Northern red oak,,,
-75.1632974133,39.9625558538,,,Quercus,rubra,Northern red oak,,,
-75.2890575802,40.0415278598,,,Quercus,rubra,Northern red oak,32,,
-75.133734627,40.0811521944,,,Acer,platanoides,Norway maple,,,
-75.3962149878,39.9215225013,,,Acer,platanoides,Norway maple,9.54929658551,,
-75.3962766787,39.9213846787,,,Acer,platanoides,Norway maple,14.0056349921,,
-75.3388468717,40.039725986,,,Acer,platanoides,Norway maple,8,,
-75.294151765,40.0413040622,,,Pseudotsuga,menziesii,Douglas fir,14,,
-75.2547611265,40.0232292682,,,Pseudotsuga,menziesii,Douglas fir,14,,
-75.3049772924,40.026506812,,,Acer,platanoides,Norway maple,3,,
-75.3049793533,40.0301628182,,,Acer,platanoides,Norway maple,14,,
-75.3416648773,40.0432549341,,,Acer,platanoides,Norway maple,10,,
-75.1754388009,39.9489694224,4,4,Quercus,rubra,Northern red oak,17,,
-75.1757086707,39.9619838656,,,Quercus,rubra,Northern red oak,,,
-75.1764222585,39.9625319146,,,Quercus,rubra,Northern red oak,,,
-75.1755200771,39.961296047,,,Quercus,rubra,Northern red oak,,,
-75.1741513133,39.9602918535,,,Quercus,rubra,Northern red oak,,,
-75.167045125,39.9551315979,,,Quercus,rubra,Northern red oak,,,
-75.1717295323,39.9554097916,,,Acer,platanoides,Norway maple,,,
-75.1698059406,39.9551784291,,,Acer,platanoides,Norway maple,,,
-75.1759248695,39.9580401421,,,Acer,platanoides,Norway maple,,,
-75.1742663019,39.9578259725,,,Acer,platanoides,Norway maple,,,
-75.1732510681,39.9596889748,,,Quercus,rubra,Northern red oak,,,
-75.1711824029,39.9534285675,,,Quercus,rubra,Northern red oak,,,
-75.170167846,39.9500330869,,,Acer,truncatum x platanoides,Norwegian sunset maple,,,
-75.1606284532,39.9487918962,,,Acer,platanoides,Norway maple,,,
-75.1619754871,39.9499953848,,,Acer,truncatum x platanoides,Norwegian sunset maple,,,
-75.1603277128,39.948812695,,,Acer,truncatum x platanoides,Norwegian sunset maple,,,
-75.1501378673,39.9523701376,,,Quercus,rubra,Northern red oak,,,
-75.1428760289,39.9473172335,,,Quercus,rubra,Northern red oak,,,
-75.1703542205,39.9456903714,,,Acer,platanoides,Norway maple,,,
-75.1712277565,39.9458120894,,,Acer,platanoides,Norway maple,,,
-75.1713957548,39.9453743706,,,Acer,platanoides,Norway maple,,,
-75.1728543663,39.9460423548,,,Acer,platanoides,Norway maple,,,
-75.1716902824,39.9450485267,,,Acer,platanoides,Norway maple,,,
-75.1745314542,39.9463000836,,,Quercus,rubra,Northern red oak,,,
-75.1749257221,39.9488510323,,,Acer,platanoides,Norway maple,,,
-75.1749631023,39.9455157988,,,Acer,platanoides,Norway maple,,,
-75.1768821186,39.9496912576,,,Acer,platanoides,Norway maple,,,
-75.1765961686,39.946459191,,,Acer,platanoides,Norway maple,,,
-75.1761340449,39.9485851791,,,Acer,platanoides,Norway maple,,,
-75.1813919037,39.947111439,,,Acer,platanoides,Norway maple,,,
-75.1621729278,39.9450068691,,,Acer,platanoides,Norway maple,,,
-75.1638223595,39.9461033972,,,Acer,platanoides,Norway maple,,,
-75.1614029342,39.9430775476,,,Acer,platanoides,Norway maple,,,
-75.1611135914,39.9458979213,,,Acer,platanoides,Norway maple,,,
-75.1597885568,39.9443814541,,,Acer,platanoides,Norway maple,,,
-75.1567000499,39.9438804905,,,Acer,platanoides,Norway maple,,,
-75.1563440269,39.9460355347,,,Acer,platanoides,Norway maple,,,
-75.1572120682,39.9430658166,,,Acer,platanoides,Norway maple,,,
-75.1486092978,39.9425414416,,,Acer,platanoides,Norway maple,,,
-75.1472920114,39.9426309434,,,Acer,platanoides,Norway maple,,,
-75.1452945616,39.941970937,,,Acer,platanoides,Norway maple,,,
-75.1456170315,39.9431880511,,,Acer,platanoides,Norway maple,,,
-75.1492223001,39.9444786466,,,Acer,platanoides,Norway maple,,,
-75.1478974078,39.9471473237,,,Quercus,rubra,Northern red oak,,,
-75.145865563,39.9439627841,,,Acer,platanoides,Norway maple,,,
-75.1615290802,39.9142326272,,,Prunus,x incam,Okame cherry,4.13802852039,,
-75.1607466963,39.9148336433,,,Quercus,rubra,Northern red oak,21,,
-75.1657833733,39.9154906907,,,Acer,platanoides,Norway maple,17.75,,
-75.1686562381,39.9727150883,,,Prunus,x incam,Okame cherry,11,,
-75.1533775991,39.9179595145,,,Acer,platanoides,Norway maple,13.25,,
-75.1517320051,39.9159193552,,,Acer,platanoides,Norway maple,12,,
-75.1513728315,39.9148890279,,,Acer,platanoides,Norway maple,13,,
-75.3234708898,40.0208168615,,,Acer,platanoides,Norway maple,12,,
-75.3238750633,40.0263752727,4,4,Acer,platanoides,Norway maple,21,,
-75.2843860109,40.0175962536,,,Quercus,rubra,Northern red oak,45,,
-75.3010434823,40.0244951755,,,Acer,platanoides,Norway maple,24,,
-75.324740411,40.0295359346,7,7,Quercus,rubra,Northern red oak,52,,
-75.3173826497,40.0241044531,6,6,Acer,platanoides,Norway maple,31,,
-75.2897693379,39.9951154653,5,5,Quercus,rubra,Northern red oak,48,,
-75.2731404577,40.0138166292,4,4,Acer,platanoides,Norway maple,19,,
-75.2725844186,40.0145227326,4,4,Acer,platanoides,Norway maple,25,,
-75.2427695169,40.0077080123,6,6,Acer,platanoides,Norway maple,15,,
-75.2427376906,39.9936899636,6,6,Quercus,rubra,Northern red oak,29,,
-75.3269143202,40.0298302522,7,7,Acer,platanoides,Norway maple,20,,
-75.2327592467,39.9993671947,6,6,Quercus,rubra,Northern red oak,28,,
-75.2353844895,39.9983940271,3,3,Acer,platanoides,Norway maple,21,,
-75.3280243343,40.0280402769,,,Quercus,rubra,Northern red oak,40,,
-75.253012302,40.030771288,,,Acer,platanoides,Norway maple,16,,
-75.2763099639,39.9864047914,,,Picea,abies,Norway spruce,3,,
-75.2752993584,39.9902991797,,,Picea,abies,Norway spruce,1,,
-75.2752912954,39.9903338708,,,Picea,abies,Norway spruce,1,,
-75.2900154495,40.0096151668,,,Acer,platanoides,Norway maple,13,,
-75.2318796983,40.0179303538,,,Quercus,rubra,Northern red oak,35,,
-75.2821772216,40.0305396797,,,Quercus,rubra,Northern red oak,33,,
-75.2558638893,39.9934577426,,,Acer,platanoides,Norway maple,18,,
-75.3065123128,40.0192503548,25,25,Picea,abies,Norway spruce,16,,
-75.2976411143,40.0366837481,,,Acer,platanoides,Norway maple,19,,
-75.3001466911,40.037635052,,,Acer,platanoides,Norway maple,12,,
-75.2931668732,39.9973878799,15,15,Quercus,rubra,Northern red oak,45,,
-75.2316037108,40.0168930323,,,Quercus,rubra,Northern red oak,39,,
-75.3210241625,40.0576588619,,,Acer,platanoides,Norway maple,7,,
-75.2341189011,40.0152384764,,,Quercus,rubra,Northern red oak,34,,
-75.2514316897,40.0344991214,,,Thuja,occidentalis,Northern white cedar,8,,
-75.2364808666,40.015557269,,,Quercus,rubra,Northern red oak,44,,
-75.2367391997,40.0154497984,,,Quercus,rubra,Northern red oak,34,,
-75.3224392874,40.0578072205,,,Acer,platanoides,Norway maple,10,,
-75.3080730004,40.0229220516,,,Acer,platanoides,Norway maple,4,,
-75.3314854615,40.0402683036,,,Acer,platanoides,Norway maple,23,,
-75.2935551468,40.0493920674,,,Acer,platanoides,Norway maple,8,,
-75.2333845226,40.0173915105,,,Acer,platanoides,Norway maple,18,,
-75.2973393585,40.0297257726,,,Picea,abies,Norway spruce,12,,
-75.2795453225,39.9835094235,,,Thuja,occidentalis,Northern white cedar,8,,
-75.2448240753,40.0208379997,,,Acer,platanoides,Norway maple,3,,
-75.2786831678,39.9830035465,,,Quercus,rubra,Northern red oak,64,,
-75.3091707441,40.0525026745,,,Acer,platanoides,Norway maple,21,,
-75.3093120608,40.0524331368,,,Acer,platanoides,Norway maple,22,,
-75.3115106555,40.0514329674,,,Acer,platanoides,Norway maple,22,,
-75.3277737638,40.0437811699,,,Picea,abies,Norway spruce,8,,
-75.327531895,40.0438892294,,,Acer,platanoides,Norway maple,10,,
-75.2448370997,40.0209117942,,,Acer,platanoides,Norway maple,5,,
