longitude,latitude,Planting Site Width,Planting Site Length,Genus,Species,Common Name,Diameter,Tree Height,Canopy Height
-75.3156319197,40.0184487065,,,,,,,,
-75.2606065596,40.0230151287,,,,,,,,
-75.2574560463,40.0141078079,,,,,,,,
-75.3013491411,40.0593742383,,,,,,,,
-75.3154258121,40.0345969086,,,,,,,,
-75.217520299,40.0078703711,,,,,,,,
-75.3209759708,40.0485768323,,,,,,,,
-75.3234277256,40.0481373207,,,,,,,,
-75.3075274236,40.0389854833,,,,,,,,
-75.3209947048,40.0474746371,,,,,,,,
-75.3156655411,40.018457574,,,,,,,,
-75.3381158737,40.0464180662,,,,,,,,
-75.2402853961,40.0030039266,,,,,,,,
-75.3372129001,40.0465381409,,,,,,,,
-75.3249987032,40.0408137884,,,,,,,,
-75.2904384862,40.0253794087,,,,,,,,
-75.3027397891,40.0509915617,,,,,,,,
-75.3265457691,40.038548204,,,,,,,,
-75.3444134724,40.0541006916,,,,,,,,
-75.3403089261,40.0500058937,,,,,,,,
-75.3391467359,40.0502769768,,,,,,,,
-75.2550123546,40.0252497812,,,,,,,,
-75.2948603538,40.0410300168,,,,,,,,
-75.3355684549,40.0478942313,,,,,,,,
-75.3343729587,40.0503693126,,,,,,,,
-75.3342867576,40.0511315591,,,,,,,,
-75.2465603998,40.024262823,,,,,,,,
-75.3065393075,40.0319533772,,,,,,,,
-75.2995641355,40.0557330093,,,,,,,,
-75.2069775442,39.9482691114,,,,,,,,
-75.2916917857,40.0117739814,,,,,,,,
-75.2729015748,40.0571899058,,,Platanus,occidentalis,American sycamore,43,,
-75.2749297659,40.0330230331,,,Platanus,occidentalis,American sycamore,36,,
-75.2841278899,39.9922909523,7,7,Quercus,palustris,Pin oak,26,,
-75.2374214302,40.0098053475,5,5,Quercus,palustris,Pin oak,35,,
-75.3135115323,40.0241317861,7,7,Fraxinus,pennsylvanica,Green ash,5,,
-75.2882188185,40.0108241778,3,3,Quercus,palustris,Pin oak,32,,
-75.2821053143,40.0425931451,,,Taxus,spp,Yew,5,,
-75.2489191561,40.0291642623,,,Ulmus,pumila,Siberian elm,34,,
-75.2877132891,40.0047184742,,,Quercus,palustris,Pin oak,38,,
-75.233434153,40.0217583604,,,Quercus,palustris,Pin oak,24,,
-75.2595036749,39.9969702643,,,Taxus,spp,Yew,5,,
-75.2527974986,40.0072549358,,,Platanus,occidentalis,American sycamore,19,,
-75.3034893442,40.0608322801,,,Fraxinus,pennsylvanica,Green ash,12,,
-75.255767134,40.0064991071,,,Platanus,occidentalis,American sycamore,23,,
-75.2843499977,40.0471841103,,,Juniperus,virginiana,Eastern red cedar,8,,
-75.2933184684,40.0630282235,,,Prunus,subhirtella,Higan cherry,5,,
-75.2916248813,39.9977782313,,,Quercus,palustris,Pin oak,38,,
-75.3083861311,40.0427164665,,,Fraxinus,pennsylvanica,Green ash,34,,
-75.3095521473,40.052240051,,,,,,9,,
-75.2437864181,40.0310405483,,,Prunus,subhirtella,Higan cherry,11,,
-75.2591366016,40.0019951856,,,Quercus,palustris,Pin oak,10,,
-75.341964558,40.0467900536,,,Fraxinus,pennsylvanica,Green ash,29,,
-75.264907526,40.029583694,,,Maclura,pomifera,Osage orange,16,,
-75.2615827612,40.0468918218,,,Taxus,spp,Yew,17,,
-75.3089736554,40.0251864719,,,Styphnolobium,japonicum,Japanese pagodatree,24,,
-75.3324744101,40.0388501686,,,Taxus,spp,Yew,8,,
-75.2748981805,39.99421608,,,Quercus,palustris,Pin oak,24,,
-75.2474548956,40.0049963039,,,Quercus,palustris,Pin oak,28,,
-75.2420791858,40.0024714085,,,Styphnolobium,japonicum,Japanese pagodatree,13,,
-75.2784456659,40.0127100773,,,Quercus,palustris,Pin oak,26,,
-75.2834724847,40.0135633761,,,Juniperus,virginiana,Eastern red cedar,5,,
-75.2834822601,40.0135693484,,,Juniperus,virginiana,Eastern red cedar,4,,
-75.2835141514,40.0135853998,,,Juniperus,virginiana,Eastern red cedar,3,,
-75.2835753331,40.013620328,,,Juniperus,virginiana,Eastern red cedar,3,,
-75.2606139082,40.0417888713,,,Platanus,occidentalis,American sycamore,27,,
-75.2369814977,39.9964136721,5,5,Platanus,occidentalis,American sycamore,16,,
-75.2750057087,40.0008365792,,,,,,7,,
-75.2686782075,39.9962796727,,,Styphnolobium,japonicum,Japanese pagodatree,6,,
-75.3179424822,40.0261244943,,,Juniperus,virginiana,Eastern red cedar,7,,
-75.3180938541,40.0331561275,,,Fraxinus,pennsylvanica,Green ash,20,,
-75.3186096203,40.0331932217,,,Ulmus,pumila,Siberian elm,4,,
-75.2516513186,40.0173176723,,,,,,5,,
-75.299090718,40.0463672702,,,Fraxinus,pennsylvanica,Green ash,20,,
-75.294512989,40.0289673066,,,Maclura,pomifera,Osage orange,3,,
-75.2509304407,40.024732778,,,Prunus,subhirtella,Higan cherry,2,,
-75.3267446989,40.033696825,,,Platanus,occidentalis,American sycamore,28,,
-75.2685130167,39.9806118919,7,7,Quercus,palustris,Pin oak,30,,
-75.2771578135,39.9801571606,4,4,Quercus,palustris,Pin oak,29,,
-75.3116659488,40.0320733564,,,,,,,,
-75.3263775004,40.0444966887,,,Fraxinus,pennsylvanica,Green ash,8,,
-75.3030070189,40.0286354512,,,Taxus,spp,Yew,2,,
-75.2497697265,39.9933317734,,,Styphnolobium,japonicum,Japanese pagodatree,30,,
-75.266073286,39.9817312966,,,Platanus,occidentalis,American sycamore,40,,
-75.2998421392,40.0356053562,,,Quercus,palustris,Pin oak,25,,
-75.2525850891,40.0071886346,,,Platanus,occidentalis,American sycamore,29,,
-75.2523326632,40.0072756649,,,Platanus,occidentalis,American sycamore,27,,
-75.2539708544,40.0101582313,,,Quercus,palustris,Pin oak,26,,
-75.2462312457,40.0144645016,,,Platanus,occidentalis,American sycamore,39,,
-75.2397692445,39.9982540799,,,Quercus,palustris,Pin oak,58,,
-75.2397028045,39.9981565974,,,Quercus,palustris,Pin oak,50,,
-75.250193531,40.0144782709,,,Quercus,palustris,Pin oak,29,,
-75.2624819188,39.9968906342,,,Quercus,palustris,Pin oak,39,,
-75.3066556047,40.027424183,,,Taxus,spp,Yew,4,,
-75.2507828967,40.0136812554,,,Quercus,palustris,Pin oak,28,,
-75.3291837808,40.0374686088,,,Prunus,subhirtella,Higan cherry,20,,
-75.2382372179,40.0154809851,,,Quercus,palustris,Pin oak,30,,
-75.3197725886,40.06018213,,,Fraxinus,pennsylvanica,Green ash,22,,
-75.3192318997,40.0604627601,,,Fraxinus,pennsylvanica,Green ash,18,,
-75.2798260185,40.0065630542,,,Quercus,palustris,Pin oak,33,,
-75.313069429,40.0436833841,,,Quercus,palustris,Pin oak,30,,
-75.2883359821,39.9998351552,,,Quercus,palustris,Pin oak,42,,
-75.2405467419,40.0039590984,,,Fraxinus,pennsylvanica,Green ash,4,,
-75.2977995594,40.0532373897,,,Quercus,palustris,Pin oak,24,,
-75.2801846227,40.0393108042,10,10,Fraxinus,pennsylvanica,Green ash,13,,
-75.2918260935,40.0633263459,,,Quercus,palustris,Pin oak,29,,
-75.2535249777,40.0009881892,,,Quercus,palustris,Pin oak,32,,
-75.2535986885,40.000867757,,,Quercus,palustris,Pin oak,28,,
-75.2273192383,40.0131436041,,,Quercus,palustris,Pin oak,4,,
-75.3036178088,40.0557546242,,,Juniperus,virginiana,Eastern red cedar,6,,
-75.3100141274,40.0513333663,,,Chamaecyparis,obtusa,Hinoki false cypress,5,,
-75.3166384651,40.0207743624,,,Quercus,palustris,Pin oak,29,,
-75.2705884916,40.0529264424,,,Taxus,spp,Yew,10,,
-75.320239435,40.0407895594,25,25,Platanus,occidentalis,American sycamore,5,,
-75.2722646874,40.0494111182,,,Platanus,occidentalis,American sycamore,3,,
-75.2502623589,40.0010219355,,,Quercus,palustris,Pin oak,22,,
-75.3155468475,40.031237036,,,Fraxinus,pennsylvanica,Green ash,12,,
-75.2836874434,40.0114328306,,,Fraxinus,pennsylvanica,Green ash,17,,
-75.3092669029,40.0424924335,,,Fraxinus,pennsylvanica,Green ash,22,,
-75.3422764459,40.0478488179,,,Styphnolobium,japonicum,Japanese pagodatree,29,,
-75.2804654032,39.9954856982,,,Taxus,spp,Yew,6,,
-75.3222344876,40.0520876571,,,Taxus,spp,Yew,8,,
-75.319521246,40.0344070105,,,Fraxinus,pennsylvanica,Green ash,12,,
-75.3419265884,40.0443631337,,,Prunus,subhirtella,Higan cherry,6,,
-75.2875183801,40.0142120096,7,7,Taxus,spp,Yew,2,,
-75.2921295294,40.0495930099,,,Prunus,subhirtella,Higan cherry,18,,
-75.3304977694,40.051158553,,,Maclura,pomifera,Osage orange,27,,
-75.3261828279,40.0421611643,,,Prunus,subhirtella,Higan cherry,17,,
-75.3262327006,40.0422312255,,,Prunus,subhirtella,Higan cherry,16,,
-75.3054661026,40.0267416186,,,Platanus,occidentalis,American sycamore,21,,
-75.3987010983,39.9197934746,,,Quercus,palustris,Pin oak,17,,
-75.1573219907,39.9170098578,,,,,,,,
-75.4591207244,40.1920135134,,,Quercus,palustris,Pin oak,14.6422547645,,
-75.4573866928,40.1910750914,,,Quercus,palustris,Pin oak,29.2845095289,,
-75.4552414377,40.1920543209,,,Quercus,palustris,Pin oak,18.4619733987,,
-75.4593421226,40.194024581,,,Prunus,subhirtella,Higan cherry,7.63943726841,,
-75.460338441,40.1925781204,,,Fraxinus,pennsylvanica,Green ash,23.3957766345,,
-75.4607318677,40.1925396866,,,Fraxinus,pennsylvanica,Green ash,34.3774677078,,
-75.4562190759,40.1944062665,,,Quercus,palustris,Pin oak,7.16197243914,,
-75.4603365999,40.1935910807,,,Fraxinus,pennsylvanica,Green ash,12.7323954474,,
-75.4566425619,40.1905035113,,,Prunus,subhirtella,Higan cherry,15.9154943092,,
-75.4538895774,40.1944165106,,,Platanus,occidentalis,American sycamore,2.22816920329,,
-75.4577885569,40.1987652065,,,Quercus,palustris,Pin oak,19.7352129434,,
-75.4599484155,40.1918354563,,,,,,,,
-75.1196502367,39.9920682798,2,2,,,,3,,
-75.4696815855,40.1900387603,,,,,,10.1859163579,,
-75.4688670363,40.1906991346,,,,,,20.3718327158,,
-75.4692508479,40.1907119779,,,,,,17.8,,
-75.4695027976,40.1904538037,,,,,,16.8,,
-75.4684916828,40.190671278,,,,,,12.41,,
-75.4683784786,40.1906624345,,,,,,10.8,,
-75.468443325,40.1906648451,,,,,,15.6,,
-75.4683272697,40.1905856837,,,,,,14,,
-75.4682733177,40.1905270535,,,,,,10.18,,
-75.4684397168,40.190443637,,,,,,14,,
-75.4682951033,40.190438186,,,,,,14.96,,
-75.4707506882,40.1903601125,,,,,,48,,
-75.4708794345,40.1905051584,,,,,,32,,
-75.20406,40.06916,,,,,,,,
-75.4683199434,40.1899333686,,,,,,12.73,,
-75.4680892735,40.1902692548,,,,,,9.7,,
-75.4692245142,40.1895325565,,,,,,25.46,,
-75.4695544259,40.1893399524,,,,,,24.5,,
-75.4674656458,40.1928750546,,,,,,17,,
-75.516789,40.128157,,,,,,11.699999,,
-75.511754,40.128931,,,,,,17.7,,
-75.516573,40.133982,,,Fraxinus,pennsylvanica,Green ash,12,,
-75.513726,40.13417,,,Fraxinus,pennsylvanica,Green ash,2.2,,
-75.516485,40.134745,,,Fraxinus,pennsylvanica,Green ash,3.099999,,
-75.513528,40.129769,,,Quercus,palustris,Pin oak,16.5,,
-75.521094,40.121261,,,Quercus,palustris,Pin oak,28.299999,,
-75.522899,40.123977,,,Quercus,palustris,Pin oak,31.399999,,
-75.510241,40.126196,,,Quercus,palustris,Pin oak,24.299999,,
-75.523398,40.122961,,,Quercus,palustris,Pin oak,24.5,,
-75.520489,40.127454,,,Quercus,palustris,Pin oak,8.699999,,
-75.510984,40.12933,,,Quercus,palustris,Pin oak,16.399999,,
-75.519708,40.123613,,,Quercus,palustris,Pin oak,35.7,,
-75.512241,40.125946,,,Quercus,palustris,Pin oak,21.399999,,
-75.511812,40.131156,,,Quercus,palustris,Pin oak,24,,
-75.522731,40.128284,,,Quercus,palustris,Pin oak,2.099999,,
-75.511733,40.128297,,,Quercus,palustris,Pin oak,32.849998,,
-75.512873,40.128487,,,Quercus,palustris,Pin oak,21.7,,
-75.520918,40.12331,,,Quercus,palustris,Pin oak,28.6,,
-75.524245,40.12156,,,Quercus,palustris,Pin oak,25.35,,
-75.510045,40.126035,,,Quercus,palustris,Pin oak,16,,
-75.519296,40.126527,,,Quercus,palustris,Pin oak,25.799999,,
-75.514965,40.129528,,,Quercus,palustris,Pin oak,27.299999,,
-75.513311,40.125642,,,Quercus,palustris,Pin oak,18.2,,
-75.522999,40.127689,,,Quercus,palustris,Pin oak,23,,
-75.509232,40.124595,,,Quercus,palustris,Pin oak,25.1,,
-75.509325,40.1249,,,Quercus,palustris,Pin oak,27,,
-75.517755,40.122071,,,Platanus,occidentalis,American sycamore,41.5,,
-75.513608,40.128633,,,Platanus,occidentalis,American sycamore,20.2,,
-75.508823,40.122629,,,Platanus,occidentalis,American sycamore,40,,
-75.51696,40.118958,,,Platanus,occidentalis,American sycamore,27,,
-75.17271,40.04446,,,Quercus,palustris,Pin oak,,,
-75.54249,40.22812,,,Platanus,occidentalis,American sycamore,8,,
-75.3464349913,40.1009256497,,,Prunus,subhirtella,Higan cherry,,,
-75.3408130812,40.1022551067,,,,,,,15,
-75.3471179679,40.1040944871,,,,,,,,
-75.2125284076,40.0598380495,,,,,,,,
-75.346916467,40.1018200432,,,Juniperus,virginiana,Eastern red cedar,,,
-74.8407610952,40.2794181996,,,Fraxinus,pennsylvanica,Green ash,17.1887338539,57,
-75.39732,39.91853,,,Maclura,pomifera,Osage orange,33.7,,
-74.8062068,40.3286823772,,,Fraxinus,pennsylvanica,Green ash,15.2788745368,52.75,
-75.5806760792,39.8815159964,,,Quercus,palustris,Pin oak,30.5577490736,49.2,
-75.1721209288,39.9659050271,,,,,,18,,
-75.1667296886,40.0149815147,20,50,,,,12,,
-75.169288516,39.9479274755,,,,,,,60,
-75.1968495855,40.054401602,,,,,,10.1859163579,,
-75.2065675333,40.021705226,,,,,,,,
-75.124524316,39.9866943733,,,,,,,,
-75.3110714257,40.0110634522,,,,,,2,6,
-75.1802939125,40.0388247489,,,Platanus,occidentalis,American sycamore,,,
-75.1573347605,39.9334102166,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1884019779,40.0142561414,,,Styphnolobium,japonicum,Japanese pagodatree,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.1214831837,39.9784617082,,,Prunus,subhirtella,Higan cherry,,,
-75.1841661094,39.9882022333,,,Prunus,subhirtella,Higan cherry,,,
-75.1708644588,39.9291524168,,,Prunus,subhirtella,Higan cherry,,,
-75.0756499622,40.0726678706,,,Prunus,subhirtella,Higan cherry,,,
-75.1017931822,39.9837159259,,,Prunus,subhirtella,Higan cherry,,,
-75.1332249391,39.9680494597,,,Prunus,subhirtella,Higan cherry,,,
-75.1471503719,39.9315389587,,,Prunus,subhirtella,Higan cherry,,,
-75.1312522698,39.9983415972,,,Prunus,subhirtella,Higan cherry,,,
-75.1844285565,40.0687656899,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1169417678,39.9797500863,,,Prunus,subhirtella,Higan cherry,,,
-75.1234201786,39.9842202573,,,Prunus,subhirtella,Higan cherry,,,
-75.1168113815,39.9798169412,,,Prunus,subhirtella,Higan cherry,,,
-75.1260033462,39.9797618736,,,Prunus,subhirtella,Higan cherry,,,
-75.2357433105,39.97824494,,,Prunus,subhirtella,Higan cherry,,,
-75.1240319912,40.0013241759,,,Prunus,subhirtella,Higan cherry,,,
-75.1051902051,39.9947461716,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1073306733,39.9873682438,4,4,Prunus,subhirtella,Higan cherry,,,
-75.1093385853,39.980791743,,,Prunus,subhirtella,Higan cherry,,,
-75.0552420934,40.0265673629,,,Prunus,subhirtella,Higan cherry,,,
-75.0439272074,40.0305679962,,,Prunus,subhirtella,Higan cherry,,,
-75.234181494,39.9419849672,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1755222756,39.9206488389,,,Prunus,subhirtella,Higan cherry,,,
-75.1526369436,39.916578425,,,Fraxinus,pennsylvanica,Green ash,12.25,,
-75.2560943343,39.9854462018,,,Prunus,subhirtella,Higan cherry,,,
-75.2433830603,39.9723058993,,,Prunus,subhirtella,Higan cherry,,,
-75.2677946096,39.980937833,7,7,Quercus,palustris,Pin oak,29,,
-75.2478831159,39.9948082008,3,3,Platanus,occidentalis,American sycamore,29,,
-75.2737464221,40.004610702,7,7,,,,,,
-75.2750993241,40.0045636417,5,5,,,,,,
-75.3172682485,40.0238977057,7,7,,,,,,
-75.2344326545,39.9979839782,3,3,Platanus,occidentalis,American sycamore,25,,
-75.2311773392,39.9991341374,6,6,,,,,,
-75.2380661466,40.0100898495,4,4,,,,,,
-75.2987334439,40.0202938526,,,,,,,,
-75.2317284757,40.0171138898,,,,,,3,,
-75.2477339321,40.0018831444,,,Platanus,occidentalis,American sycamore,,,
-75.3230252683,40.0207439373,,,Platanus,occidentalis,American sycamore,3,,
-75.1594088712,39.9323576081,,,Prunus,subhirtella,Higan cherry,,,
-75.2746592135,40.041119807,,,Platanus,occidentalis,American sycamore,26,,
-75.2866197688,39.9915430605,4,4,,,,,,
-75.2671618185,39.9812101991,7,7,Quercus,palustris,Pin oak,30,,
-75.2356753212,40.0157260619,7,7,Quercus,palustris,Pin oak,47,,
-75.2955067679,40.0120986117,4,4,,,,,,
-75.3011908073,40.0132762647,6,6,,,,,,
-75.3124265598,40.0196301222,3,3,,,,,,
-75.3098730697,40.0216867479,6,6,,,,,,
-75.2520316219,39.9917414579,4,4,Quercus,palustris,Pin oak,44,,
-75.3284863278,40.0279322062,6,6,,,,,,
-75.239357572,40.010149899,5,5,Platanus,occidentalis,American sycamore,27,,
-75.2396435879,40.0104610935,6,6,Platanus,occidentalis,American sycamore,26,,
-75.2398510537,40.0106852792,6,6,Platanus,occidentalis,American sycamore,28,,
-75.2140665146,40.0073764771,6,6,Platanus,occidentalis,American sycamore,37,,
-75.2522479049,39.9919843553,4,4,Quercus,palustris,Pin oak,41,,
-75.2413205032,40.0098589548,4,4,,,,,,
-75.2170351017,40.0088498279,4,4,,,,,,
-75.2394940966,40.0073318219,4,4,,,,,,
-75.2348804708,40.0069349518,5,5,,,,,,
-75.234436884,40.0060740589,5,5,,,,,,
-75.3224078391,40.0269266983,,,,,,,,
-75.3220671774,40.0504906163,,,Quercus,palustris,Pin oak,29,,
-75.3218729046,40.0504489269,,,,,,,,
-75.2333687903,40.0270389299,,,,,,,,
-75.2573468488,40.0367121172,,,,,,,,
-75.3246840899,40.0562323733,,,Platanus,occidentalis,American sycamore,7,,
-75.251729249,40.0045216873,,,Quercus,palustris,Pin oak,28,,
-75.2500878393,39.997525739,,,Taxus,spp,Yew,14,,
-75.2665670349,39.9917626525,,,,,,,,
-75.2957164372,40.0309870806,,,Fraxinus,pennsylvanica,Green ash,22,,
-75.2630320249,39.9910365503,,,,,,,,
-75.2609926088,39.995263337,,,,,,,,
-75.2607378044,39.9949817492,,,,,,,,
-75.2634139652,39.9906703577,,,Taxus,spp,Yew,7,,
-75.2489625974,40.0109574045,,,,,,,,
-75.2477690503,40.0120993426,,,Platanus,occidentalis,American sycamore,31,,
-75.2531441621,40.0059442436,,,Quercus,palustris,Pin oak,16,,
-75.2458160244,40.007652317,,,Styphnolobium,japonicum,Japanese pagodatree,23,,
-75.2661410293,39.9948384162,,,Quercus,palustris,Pin oak,35,,
-75.2545754442,40.0112375143,,,,,,,,
-75.2394872242,40.004549783,,,Quercus,palustris,Pin oak,33,,
-75.3121390964,40.0327363221,,,Fraxinus,pennsylvanica,Green ash,10,,
-75.2447235286,40.008666032,,,Platanus,occidentalis,American sycamore,3,,
-75.273301437,40.0497822997,,,Platanus,occidentalis,American sycamore,3,,
-75.3000816116,40.0307431107,,,Fraxinus,pennsylvanica,Green ash,1,,
-75.2392506071,39.9955322367,,,Quercus,palustris,Pin oak,2,,
-75.2570697964,39.9990342733,,,Quercus,palustris,Pin oak,60,,
-75.3293625517,40.0395081066,,,,,,,,
-75.2876328603,39.9988933324,,,Quercus,palustris,Pin oak,32,,
-75.248804758,40.0360815709,,,Taxus,spp,Yew,3,,
-75.2908804693,40.0560502028,,,,,,,,
-75.2652704337,39.9959334331,,,,,,,,
-75.2768093778,39.9805693126,,,,,,,,
-75.2831660922,40.0509794035,,,,,,0,,
-75.29630976,40.0306365712,,,,,,,,
-75.3274553413,40.0347784609,,,Fraxinus,pennsylvanica,Green ash,30,,
-75.2389298646,40.0159106567,,,,,,,,
-75.2394367957,40.0158434877,,,,,,,,
-75.2675847099,39.9956809751,,,,,,,,
-75.2440364507,40.0314083615,,,,,,,,
-75.3020587265,40.0571638631,,,Fraxinus,pennsylvanica,Green ash,24,,
-75.3062213767,40.0311242293,,,Styphnolobium,japonicum,Japanese pagodatree,2,,
-75.2899604086,39.997806939,,,Quercus,palustris,Pin oak,22,,
-75.2481502714,40.0279722985,,,,,,,,
-75.2722602995,39.9999046402,,,,,,,,
-75.3257700056,40.028023451,,,,,,,,
-75.2636559757,39.9935405784,,,,,,,,
-75.3238033391,40.0202208246,10,10,,,,,,
-75.2612039345,40.0335564241,,,,,,,,
-75.2687797572,39.9993548322,,,,,,,,
-75.2702104811,39.9963887808,,,,,,,,
-75.2773398987,40.0429866727,,,,,,0,,
-75.2371053397,40.0063884179,,,Platanus,occidentalis,American sycamore,42,,
-75.2553532338,40.0132943735,,,,,,,,
-75.2765657609,40.0544713121,,,,,,,,
-75.2344497525,40.0167476966,,,,,,,,
-75.2529141526,39.9993661038,,,Quercus,palustris,Pin oak,20,,
-75.3304976369,40.0387013486,,,,,,,,
-75.2759936282,40.0269245453,,,Juniperus,virginiana,Eastern red cedar,17,,
-75.3232918699,40.0430515242,,,,,,,,
-75.2592916261,40.0327665447,,,,,,,,
-75.3350287758,40.0543998083,,,,,,,,
-75.3341966507,40.0545227178,,,,,,,,
-75.3376923592,40.0576069523,,,,,,,,
-75.2935588667,40.0165766312,,,Quercus,palustris,Pin oak,14,,
-75.3217401575,40.0298824068,,,,,,,,
-75.2987747032,40.0572985795,,,Quercus,palustris,Pin oak,18,,
-75.2995082123,40.057070513,,,Quercus,palustris,Pin oak,20,,
-75.3349304069,40.0445873688,,,,,,,,
-75.3348606078,40.0445172648,,,,,,,,
-75.2736118676,40.012484027,,,,,,,,
-75.3088511313,40.0447463639,,,,,,,,
-75.3133244573,40.0339433217,,,,,,,,
-75.2607152494,39.9907075216,,,,,,,,
-75.3288227163,40.0517150252,,,,,,,,
-75.2169512486,40.0092483568,,,,,,,,
-75.1372662795,39.9592808837,,,Quercus,palustris,Pin oak,,,
-75.3208006347,40.047109036,,,,,,,,
-75.2617073936,40.019414457,,,,,,,,
-75.3248955295,40.0405564274,,,,,,,,
-75.1704209234,39.9168243218,,,,,,,,
-75.2963630729,40.0528919624,,,,,,,,
-75.1669961088,40.003488614,,,Prunus,subhirtella,Higan cherry,,,
-75.2040408829,39.9591002168,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1729880868,39.9241863045,,,Prunus,subhirtella,Higan cherry,,,
-75.2381187446,40.0173057637,4,4,,,,,,
-75.234091183,40.0192839146,,,,,,,,
-75.3300197627,40.0390750092,,,,,,,,
-75.3333096853,40.038449333,,,Quercus,palustris,Pin oak,26,,
-75.3096003644,40.0578028508,,,Fraxinus,pennsylvanica,Green ash,18,,
-75.3276690653,40.0324261542,10,10,,,,,,
-75.3197884605,40.046073428,10,10,,,,,,
-75.2618138368,40.0215531225,,,,,,,,
-75.2646104351,40.0150904618,,,,,,,,
-75.3270251965,40.0370980667,,,,,,,,
-75.2820107834,39.9941101581,,,,,,,,
-75.3425654458,40.0474548876,,,Prunus,subhirtella,Higan cherry,2,,
-75.2989821264,40.0496817068,,,,,,,,
-75.3346105722,40.0498192249,,,,,,,,
-75.3041673096,40.0272508639,,,Styphnolobium,japonicum,Japanese pagodatree,10,,
-75.3555327632,40.0859931062,10,50,Platanus,occidentalis,American sycamore,25.5,,
-75.1632465509,39.9260775853,,,,,,,,
-75.1934943188,39.9521471434,,,,,,,,
-75.1570304907,39.9313549246,,,,,,,,
-75.1722380774,39.9313067413,,,,,,,,
-75.1716844589,39.9318617157,,,,,,,,
-75.1718829423,39.9319789498,,,,,,,,
-75.1755296517,40.0362206245,,,,,,,,
-75.2092674461,39.9638946506,3,3,Platanus,occidentalis,American sycamore,30,,
-75.2042079948,39.9590866105,,,Fraxinus,pennsylvanica,Green ash,,,
-75.396794345,39.9212303994,,,,,,20.38,,
-75.1558163644,39.923140544,,,,,,,,
-75.146497789,39.9962230406,,,,,,,,
-75.2942737461,40.0411389664,,,,,,,,
-75.3318444644,40.0472906955,,,,,,,,
-75.2911514983,40.0416571178,,,,,,,,
-75.3312586498,40.0505596394,,,,,,,,
-75.2990536595,40.0463079981,,,Fraxinus,pennsylvanica,Green ash,27,,
-75.3078691593,40.0277989156,,,Styphnolobium,japonicum,Japanese pagodatree,22,,
-74.9840717774,40.1924684218,,,,,,,,
-75.1645140418,40.0001804056,,,Prunus,subhirtella,Higan cherry,,,
-75.1759573,39.9560106,3,3,,,,,,
-75.1760996,39.9567303,2,2,,,,13.5,42,18
-75.1896230865,40.0690802627,,,,,,,,
-75.1726045283,39.963736294,,,Quercus,palustris,Pin oak,,,
-75.1598221091,39.9621988428,,,Platanus,occidentalis,American sycamore,,,
-75.1551724845,39.9572063125,,,Platanus,occidentalis,American sycamore,,,
-75.1548634965,39.9571678251,,,Platanus,occidentalis,American sycamore,,,
-75.1423993438,39.960918959,,,Quercus,palustris,Pin oak,,,
-75.1749852575,39.9557948812,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1772682644,39.9564816249,,,Quercus,palustris,Pin oak,,,
-75.1459150306,39.9531890629,,,Platanus,occidentalis,American sycamore,,,
-75.1678727857,39.9497474734,,,Quercus,palustris,Pin oak,,,
-75.1689299382,39.9498790534,,,Quercus,palustris,Pin oak,,,
-75.1701824719,39.9475791263,,,Quercus,palustris,Pin oak,,,
-75.1710576239,39.9449116526,,,Quercus,palustris,Pin oak,,,
-75.1789947966,39.9452614623,,,Prunus,subhirtella,Higan cherry,,,
-75.1800515229,39.9483396854,,,Platanus,occidentalis,American sycamore,,,
-75.1680793921,39.9469457399,,,Quercus,palustris,Pin oak,,,
-75.1608666055,39.9431424005,,,Quercus,palustris,Pin oak,,,
-75.1451579948,39.942900776,,,Platanus,occidentalis,American sycamore,,,
-75.1444590103,39.9463930582,,,Quercus,palustris,Pin oak,,,
-75.1483636359,39.9450203299,,,Quercus,palustris,Pin oak,,,
-75.1457682633,39.9437889779,,,Quercus,palustris,Pin oak,,,
-75.2251520326,39.9263976851,,,,,,,,
-75.0324263993,40.0603373932,,,,,,,,
-75.2728973613,40.0141886915,4,4,,,,,,
-75.2943228171,39.9988034599,,,,,,,,
-75.2416126043,40.0072256067,5,5,,,,,,
-75.234678378,40.008475923,3,3,,,,,,
-75.2335677522,40.0080018981,4,4,,,,,,
-75.2385896379,40.0066150066,3,3,,,,,,
-75.2990342096,40.0146273897,4,4,,,,,,
-75.267735942,40.014211966,6,6,,,,,,
-75.3112842331,40.0213613368,5,5,,,,,,
-75.2601336397,40.0016157117,3,3,,,,,,
-75.3097554352,40.0199461599,5,5,,,,,,
-75.3117463884,40.0193727992,3,3,,,,,,
-75.3121439878,40.0195697157,3,3,,,,,,
-75.2828282012,40.0066850528,5,5,,,,,,
-75.3173332099,40.0265630505,7,7,,,,,,
-75.3143566905,40.0240088796,8,8,,,,,,
